0.0305176	32773.4
0.0915527	10928.1
0.152588	6559
0.213623	4686.55
0.274658	3646.3
0.335693	2984.32
0.396729	2526.03
0.457764	2189.95
0.518799	1932.95
0.579834	1730.05
0.640869	1565.8
0.701904	1430.12
0.762939	1316.15
0.823975	1219.06
0.88501	1135.36
0.946045	1062.47
1.00708	998.407
1.06812	941.668
1.12915	891.064
1.19019	845.65
1.25122	804.667
1.31226	767.497
1.37329	733.631
1.43433	702.647
1.49536	674.193
1.5564	647.971
1.61743	623.728
1.67847	601.249
1.7395	580.347
1.80054	560.862
1.86157	542.656
1.92261	525.605
1.98364	509.604
2.04468	494.559
2.10571	480.386
2.16675	467.011
2.22778	454.37
2.28882	442.403
2.34985	431.058
2.41089	420.287
2.47192	410.049
2.53296	400.304
2.59399	391.018
2.65503	382.159
2.71606	373.699
2.7771	365.61
2.83813	357.87
2.89917	350.455
2.96021	343.347
3.02124	336.526
3.08228	329.975
3.14331	323.679
3.20435	317.623
3.26538	311.793
3.32642	306.178
3.38745	300.765
3.44849	295.543
3.50952	290.504
3.57056	285.637
3.63159	280.934
3.69263	276.386
3.75366	271.987
3.8147	267.728
3.87573	263.604
3.93677	259.608
3.9978	255.734
4.05884	251.977
4.11987	248.331
4.18091	244.791
4.24194	241.354
4.30298	238.015
4.36401	234.769
4.42505	231.613
4.48608	228.542
4.54712	225.555
4.60815	222.647
4.66919	219.814
4.73022	217.056
4.79126	214.367
4.85229	211.747
4.91333	209.191
4.97437	206.699
5.0354	204.267
5.09644	201.894
5.15747	199.577
5.21851	197.314
5.27954	195.104
5.34058	192.944
5.40161	190.834
5.46265	188.771
5.52368	186.753
5.58472	184.78
5.64575	182.85
5.70679	180.961
5.76782	179.113
5.82886	177.303
5.88989	175.531
5.95093	173.796
6.01196	172.095
6.073	170.43
6.13403	168.797
6.19507	167.197
6.2561	165.629
6.31714	164.091
6.37817	162.582
6.43921	161.103
6.50024	159.651
6.56128	158.227
6.62231	156.829
6.68335	155.457
6.74438	154.109
6.80542	152.787
6.86646	151.488
6.92749	150.212
6.98853	148.958
7.04956	147.727
7.1106	146.516
7.17163	145.327
7.23267	144.158
7.2937	143.009
7.35474	141.879
7.41577	140.768
7.47681	139.675
7.53784	138.6
7.59888	137.543
7.65991	136.503
7.72095	135.48
7.78198	134.472
7.84302	133.481
7.90405	132.506
7.96509	131.545
8.02612	130.6
8.08716	129.668
8.14819	128.752
8.20923	127.849
8.27026	126.96
8.3313	126.084
8.39233	125.221
8.45337	124.37
8.5144	123.533
8.57544	122.707
8.63647	121.894
8.69751	121.092
8.75854	120.302
8.81958	119.523
8.88062	118.755
8.94165	117.998
9.00269	117.251
9.06372	116.515
9.12476	115.789
9.18579	115.073
9.24683	114.367
9.30786	113.67
9.3689	112.983
9.42993	112.305
9.49097	111.636
9.552	110.976
9.61304	110.325
9.67407	109.683
9.73511	109.049
9.79614	108.423
9.85718	107.806
9.91821	107.196
9.97925	106.595
10.0403	106.001
10.1013	105.415
10.1624	104.836
10.2234	104.265
10.2844	103.701
10.3455	103.144
10.4065	102.594
10.4675	102.051
10.5286	101.515
10.5896	100.985
10.6506	100.462
10.7117	99.9461
10.7727	99.4362
10.8337	98.9326
10.8948	98.4352
10.9558	97.944
11.0168	97.4588
11.0779	96.9796
11.1389	96.5062
11.2	96.0387
11.261	95.5769
11.322	95.1207
11.3831	94.6702
11.4441	94.2251
11.5051	93.7855
11.5662	93.3513
11.6272	92.9224
11.6882	92.4988
11.7493	92.0804
11.8103	91.6671
11.8713	91.2589
11.9324	90.8557
11.9934	90.4575
12.0544	90.0643
12.1155	89.6759
12.1765	89.2924
12.2375	88.9137
12.2986	88.5397
12.3596	88.1705
12.4207	87.8059
12.4817	87.446
12.5427	87.0908
12.6038	86.7401
12.6648	86.3939
12.7258	86.0523
12.7869	85.7152
12.8479	85.3826
12.9089	85.0544
12.97	84.7307
13.031	84.4114
13.092	84.0966
13.1531	83.7861
13.2141	83.4801
13.2751	83.1785
13.3362	82.8812
13.3972	82.5883
13.4583	82.2999
13.5193	82.0158
13.5803	81.7362
13.6414	81.4609
13.7024	81.1901
13.7634	80.9238
13.8245	80.6619
13.8855	80.4046
13.9465	80.1517
14.0076	79.9035
14.0686	79.6598
14.1296	79.4208
14.1907	79.1864
14.2517	78.9568
14.3127	78.732
14.3738	78.5121
14.4348	78.2971
14.4958	78.087
14.5569	77.8821
14.6179	77.6823
14.679	77.4878
14.74	77.2986
14.801	77.1149
14.8621	76.9367
14.9231	76.7643
14.9841	76.5977
15.0452	76.4372
15.1062	76.2827
15.1672	76.1346
15.2283	75.993
15.2893	75.8581
15.3503	75.7301
15.4114	75.6092
15.4724	75.4957
15.5334	75.3899
15.5945	75.292
15.6555	75.2023
15.7166	75.1212
15.7776	75.049
15.8386	74.9861
15.8997	74.933
15.9607	74.89
16.0217	74.8576
16.0828	74.8364
16.1438	74.8269
16.2048	74.8298
16.2659	74.8457
16.3269	74.8753
16.3879	74.9194
16.449	74.9788
16.51	75.0546
16.571	75.1476
16.6321	75.2591
16.6931	75.3902
16.7542	75.5422
16.8152	75.7166
16.8762	75.9151
16.9373	76.1393
16.9983	76.3912
17.0593	76.6729
17.1204	76.9869
17.1814	77.3357
17.2424	77.7224
17.3035	78.1501
17.3645	78.6225
17.4255	79.1438
17.4866	79.7184
17.5476	80.3517
17.6086	81.0493
17.6697	81.8179
17.7307	82.665
17.7917	83.5991
17.8528	84.6301
17.9138	85.7692
17.9749	87.0292
18.0359	88.4252
18.0969	89.9745
18.158	91.6976
18.219	93.6182
18.28	95.7644
18.3411	98.1698
18.4021	100.874
18.4631	103.926
18.5242	107.382
18.5852	111.314
18.6462	115.809
18.7073	120.975
18.7683	126.948
18.8293	133.898
18.8904	142.046
18.9514	151.678
19.0125	163.169
19.0735	177.024
19.1345	193.929
19.1956	214.842
19.2566	241.125
19.3176	274.776
19.3787	318.816
19.4397	377.984
19.5007	460.072
19.5618	578.604
19.6228	758.76
19.6838	1051.83
19.7449	1575.75
19.8059	2652.97
19.8669	5435.61
19.928	16488.7
19.989	98032.6
20.05	29430.2
20.1111	7613.87
20.1721	3336.94
20.2332	1870.7
20.2942	1204.83
20.3552	848.386
20.4163	635.905
20.4773	499.283
20.5383	406.376
20.5994	340.425
20.6604	292.001
20.7214	255.474
20.7825	227.317
20.8435	205.232
20.9045	187.673
20.9656	173.571
21.0266	162.171
21.0876	152.933
21.1487	145.467
21.2097	139.49
21.2708	134.804
21.3318	131.271
21.3928	128.813
21.4539	127.399
21.5149	127.05
21.5759	127.842
21.637	129.923
21.698	133.533
21.759	139.047
21.8201	147.04
21.8811	158.409
21.9421	174.586
22.0032	197.956
22.0642	232.691
22.1252	286.628
22.1863	375.881
22.2473	538.003
22.3083	877.917
22.3694	1787.07
22.4304	5791.58
22.4915	63489.8
22.5525	9574.17
22.6135	2323
22.6746	1036.34
22.7356	600.482
22.7966	402.598
22.8577	296.343
22.9187	232.701
22.9797	191.527
23.0408	163.314
23.1018	143.103
23.1628	128.099
23.2239	116.631
23.2849	107.65
23.3459	100.47
23.407	94.6284
23.468	89.8015
23.5291	85.7593
23.5901	82.3338
23.6511	79.4002
23.7122	76.8642
23.7732	74.6533
23.8342	72.7111
23.8953	70.9932
23.9563	69.4642
24.0173	68.0957
24.0784	66.8645
24.1394	65.7516
24.2004	64.7413
24.2615	63.8207
24.3225	62.9788
24.3835	62.2064
24.4446	61.4957
24.5056	60.8401
24.5667	60.2338
24.6277	59.6721
24.6887	59.1507
24.7498	58.6658
24.8108	58.2144
24.8718	57.7937
24.9329	57.4012
24.9939	57.0348
25.0549	56.6927
25.116	56.3732
25.177	56.075
25.238	55.7967
25.2991	55.5372
25.3601	55.2957
25.4211	55.0712
25.4822	54.863
25.5432	54.6705
25.6042	54.4932
25.6653	54.3306
25.7263	54.1823
25.7874	54.0482
25.8484	53.9279
25.9094	53.8212
25.9705	53.7282
26.0315	53.6488
26.0925	53.5831
26.1536	53.5311
26.2146	53.4929
26.2756	53.469
26.3367	53.4595
26.3977	53.4648
26.4587	53.4854
26.5198	53.5217
26.5808	53.5745
26.6418	53.6444
26.7029	53.7321
26.7639	53.8387
26.825	53.965
26.886	54.1123
26.947	54.2818
27.0081	54.475
27.0691	54.6934
27.1301	54.9388
27.1912	55.2134
27.2522	55.5193
27.3132	55.8591
27.3743	56.2356
27.4353	56.652
27.4963	57.1121
27.5574	57.6198
27.6184	58.1799
27.6794	58.7977
27.7405	59.4791
27.8015	60.231
27.8625	61.0613
27.9236	61.9792
27.9846	62.9951
28.0457	64.1212
28.1067	65.3716
28.1677	66.7629
28.2288	68.3147
28.2898	70.0499
28.3508	71.9959
28.4119	74.1856
28.4729	76.6583
28.5339	79.462
28.595	82.655
28.656	86.3094
28.717	90.5149
28.7781	95.3839
28.8391	101.059
28.9001	107.725
28.9612	115.619
29.0222	125.058
29.0833	136.467
29.1443	150.426
29.2053	167.748
29.2664	189.596
29.3274	217.686
29.3884	254.629
29.4495	304.558
29.5105	374.336
29.5715	476.039
29.6326	632.542
29.6936	891.577
29.7546	1366.88
29.8157	2387.82
29.8767	5268.57
29.9377	20161.7
29.9988	788294
30.0598	21792.1
30.1208	5480.16
30.1819	2450.55
30.2429	1392.93
30.304	904.404
30.365	639.418
30.426	479.798
30.4871	376.267
30.5481	305.312
30.6091	254.567
30.6702	217.018
30.7312	188.453
30.7922	166.212
30.8533	148.554
30.9143	134.298
30.9753	122.619
31.0364	112.929
31.0974	104.797
31.1584	97.9054
31.2195	92.0113
